0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,Average
1.517713428,0.636447847,0.288306177,0.241500661,0.936666667,0.389174432,0.453313529,0.657159328,1.691775322,0.66257149,0.59606725,2.144118071,0.254332066,0.678548217,1.122728705,0.642876685,0.972522616,0.503257692,0.920173705,0.394072264,1.723928809,1.595340371,0.691250384,0.476493806,0.466829509,0.929374218,0.35472405,0.808996081,1.188376784,0.498753935,0.267986983,1.234219074,1.580484867,0.486622185,0.732005715,0.363039911,0.984084964,0.408653796,1.905540228,0.350403816,0.359784156,0.554056883,0.751322627,1.155864954,0.705195904,0.602262139,0.986465633,0.424631357,0.683784962,0.458988249,0.937190473,0.420775741,0.213570416,0.301410735,1.207600594,1.59910953,1.930240989,0.408860654,1.354339123,1.34869504,0.973918259,0.305020362,0.715402782,0.544101357,0.536814272,0.356049746,0.355461657,1.234777927,2.267496586,0.861430466,1.271900415,0.480886996,0.822474658,0.735798597,0.243067428,0.32432133,0.4900361,0.857706308,0.507903814,0.575260699,0.862726688,0.923136711,1.058109879,0.787704289,0.291603386,0.594288945,1.229895592,0.590811133,0.58381933,0.547508478,1.762536645,0.902214706,0.557410359,0.943235397,0.310970277,0.301657289,0.520348251,0.31282863,0.832255542,1.537996292,0.790654734
9.446831703,6.0813694,3.787741184,4.993092537,8.716633797,4.683097363,4.301199436,5.156144619,4.385949612,6.609692574,5.762789726,12.70986748,4.584701538,4.829032898,8.30815506,4.268970013,8.388474464,5.52058363,8.988876343,7.923872948,12.45595455,9.099102974,6.28411293,3.988795519,3.656058073,4.58562994,3.557079315,8.032371521,10.03555107,3.245872498,4.897764683,11.70301914,10.14914513,6.783634186,6.531188011,4.785966396,7.567154408,3.921079874,15.1570425,6.081450462,5.045061111,6.037095547,5.693167686,6.052305222,5.609841824,4.837483406,9.513288498,6.053359509,7.078886986,7.057414055,9.583705902,5.587467194,3.133986712,5.318315029,11.31492424,16.97922707,17.26434135,4.276997089,6.580364704,16.01171303,7.41961956,5.022324562,6.028106213,7.953326225,5.142380714,4.94955492,4.281203747,8.548158646,8.734788895,4.41387701,11.32851124,7.627202511,6.320706367,5.649456501,2.630554199,4.629477501,4.435451508,6.046056747,3.55773139,6.324350357,4.638553143,5.849463463,7.221600056,8.396788597,5.194583893,6.472450733,8.029543877,4.971915722,5.296507835,4.406023026,8.40321064,5.423825264,4.28062439,6.360833645,4.116871357,4.576127052,4.500633717,3.732234001,5.2249856,8.135959625,6.672695701
0.995553493,0.541430414,0.381002069,0.34004876,0.648884237,0.431045324,0.376907825,0.481866151,1.017702937,0.506739438,0.526024461,1.204236031,0.33557421,0.661313355,0.870255113,0.629739821,0.686547935,0.391330034,0.669164717,0.437795818,0.963018894,1.078551531,0.547528803,0.388156176,0.393268734,0.645357311,0.430529863,0.592509627,0.790534556,0.512334764,0.455509037,0.842609227,1.053910494,0.433845937,0.615542829,0.482856095,0.750139594,0.307772279,1.266861916,0.329489887,0.34960252,0.588429689,0.502803445,0.757082939,0.470108688,0.580028355,0.804120362,0.390862048,0.539004505,0.408919394,0.836920977,0.375855833,0.264909357,0.382509023,0.87047863,1.178903341,1.337914586,0.325851709,0.888689518,0.910099924,0.632229745,0.394631982,0.530494809,0.443843693,0.591364563,0.394326895,0.463255405,0.822370708,1.235941529,0.683328509,0.701653302,0.490388036,0.615760088,0.548258722,0.434999794,0.328998417,0.449902147,0.75464499,0.563212633,0.379994541,0.629070461,0.746819735,0.692065716,0.631256759,0.402275354,0.501189232,0.916070163,0.394214392,0.45120126,0.477512985,1.16753602,0.620438635,0.392032027,0.704120219,0.42592153,0.278449804,0.421367645,0.310702831,0.514077485,1.051702023,0.609642093
13.54192638,8.970915794,10.90713024,13.11528301,13.91778851,9.405504227,10.07388306,9.871268272,5.455335617,12.82743359,12.52959251,12.39443016,9.024668694,8.467882156,13.24072552,9.212680817,13.34775734,13.34076309,14.84578609,14.75011921,14.08541679,11.19128895,12.67749882,9.699272156,7.920349598,9.106977463,9.099395752,13.65412617,14.98865891,7.663466454,10.85817146,15.45957565,14.09178162,13.76961422,10.96895218,8.831016541,12.37366199,9.047498703,15.68572903,18.66152,10.78129578,11.71856689,8.769106865,9.453269005,11.23546886,9.851202965,14.78682613,10.82793522,10.1318922,18.69262123,14.64612103,11.19226837,11.33802128,10.11869526,16.04889297,16.61561966,16.0047493,8.985048294,10.2226429,15.11632538,11.64603901,10.83643627,13.47153568,15.92628288,9.40822506,9.267301559,10.00239658,14.59753799,10.79276371,8.483999252,17.76222038,14.81879902,11.24664116,10.29116821,7.026591301,13.09158039,9.547471046,10.16669083,8.104609489,15.14879704,9.29052639,8.860747337,11.8120327,14.22972393,11.57399082,11.99521828,10.99455833,10.48076534,9.617281914,9.882007599,10.39909935,10.09482574,8.221849442,10.49093533,9.673092842,10.80966759,9.758951187,9.429559708,9.911408424,10.48667431,11.5526142
0.71908021,0.478657365,0.655006826,0.56482172,0.67330879,0.527803481,0.543697119,0.598426342,0.671261907,0.617873967,0.677007556,0.696760833,0.503517747,0.718967557,0.684456229,0.718396902,0.675796092,0.612516463,0.655422747,0.483398765,0.652223825,0.703845799,0.656957626,0.46566236,0.514596164,0.709416926,0.72033006,0.623492301,0.653607845,0.674693763,0.625606477,0.648498654,0.754597664,0.607241273,0.64058423,0.62331146,0.644557357,0.412486672,0.663006008,0.464409679,0.587713122,0.641778946,0.430690259,0.699838638,0.57026881,0.631207347,0.652468026,0.464828134,0.510022879,0.63275075,0.686065733,0.444467783,0.632454753,0.538551986,0.678594649,0.712172508,0.698524237,0.449710041,0.72001487,0.529178381,0.500379682,0.56780827,0.710682511,0.609962106,0.64991951,0.457135141,0.646407127,0.72261858,0.753047705,0.708344519,0.656217277,0.595163226,0.606244385,0.46764636,0.68213582,0.640527368,0.599802017,0.729698777,0.67655313,0.602784634,0.623245716,0.646676421,0.573586643,0.642558575,0.595761657,0.573460758,0.767619491,0.466228157,0.462727457,0.693301976,0.743611217,0.549397886,0.379771203,0.664866447,0.631338894,0.459315389,0.421006233,0.407071769,0.715187728,0.717769384,0.611641878
3.73175621,2.691546917,5.238941193,4.53851223,5.807312489,3.451182604,4.217171669,3.145176649,1.969917774,4.471482754,4.098445892,3.829807997,3.239342213,3.212030411,5.75369072,3.259443283,5.745172024,5.09693861,4.232636929,5.733043671,5.568327427,3.699346781,3.7802248,4.397230625,3.56709671,2.799324989,3.777279377,4.742385387,4.825949192,3.279377699,3.996325254,5.561609268,4.138441086,4.16066885,4.028693199,3.126954317,5.344456196,3.53933382,5.181896687,10.22368145,3.623895645,4.647969723,3.152815104,3.13348484,4.09828949,3.717789888,5.93048811,3.494851351,3.187853813,6.105615139,4.784136772,4.943540096,5.121866226,3.916254044,5.192649841,5.340284824,4.673010349,3.639368534,4.134997368,4.244796753,3.936501265,5.433289528,4.690835953,4.668691158,3.409128189,3.072758198,3.659845352,5.203110695,3.730954647,2.526909351,5.581086159,4.964692593,3.695365429,4.968998432,2.847274542,4.624148369,2.955040216,3.430930138,3.587678432,4.755085945,3.167103052,2.90977478,4.77013588,4.886219978,4.51488018,4.151058197,3.220371008,4.945388794,3.385250092,3.345287323,3.710749149,5.045012951,3.741354942,3.832860708,4.659389973,4.270730019,4.501770973,4.51428318,3.397669554,3.548406839,4.225461354
0.987294078,0.707365751,1.01795423,0.92620039,1.054892659,0.796364784,0.820721626,0.845440567,0.877020359,0.910162866,0.937472582,0.985237777,0.763570964,0.95975554,1.067638516,0.959503412,1.057095051,0.94763273,0.941631436,0.868159533,1.043146133,0.983311772,0.908022821,0.750541985,0.762569427,0.954922259,1.00277257,0.933643937,0.967409134,0.904851437,0.970297933,1.017601252,1.033454537,0.910129786,0.91290611,0.930887222,0.952820778,0.652052104,0.999521375,1.179468513,0.843472302,0.940693259,0.653134882,1.004110575,0.856682062,0.873477578,1.057104468,0.694521546,0.76101166,1.015228271,1.004808903,0.7747522,0.984641075,0.815498054,1.027403712,1.044742584,0.974155188,0.697861433,1.013232231,0.774465382,0.768745542,0.968791187,1.024090767,0.927933276,0.973377943,0.698096871,0.977730513,1.081487298,1.024046302,0.921148121,1.007192731,0.979002774,0.874486446,0.783722103,0.915836215,0.955836535,0.821580291,0.992726088,0.950310111,0.918267071,0.841171205,0.927071214,0.889145374,1.024389625,0.958644331,0.837806344,0.99820745,0.771500766,0.699540019,0.950964987,1.023411512,0.884715796,0.63074106,0.945088565,0.942751229,0.733898342,0.699723303,0.672702789,0.979599535,0.956136942,0.909440619
0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,49.5
3.960063219,8.787473679,23.88578033,1.82570374,6.236430645,4.006595135,4.054826736,3.661089659,5.663535118,19.83381271,4.222263813,1.748433828,4.623230457,7.335097313,4.966984272,7.928098202,17.6317482,4.405917645,3.860199213,4.067562103,2.408154011,6.295093536,8.949859619,3.688260555,15.96730709,14.51748753,6.375959873,3.92783618,5.030413628,8.291871071,4.378363609,3.972582102,1.704960346,2.462409019,1.769398808,9.286304474,4.586833954,17.90392685,6.231278896,2.933446884,7.616223812,5.955611229,5.076580048,20.18597031,2.227568865,5.421144009,2.440888166,3.2483356,4.752638817,5.710077286,3.629131556,4.298884869,12.82765293,4.425224304,5.516532421,4.617436409,5.933970451,2.512765884,5.309353828,13.08721638,5.599024296,1.902452826,3.169872046,5.588675976,4.597223759,5.097918987,2.062844992,8.566599846,1.755785823,3.654061079,2.972196817,3.561896801,3.119527102,5.816038609,3.722642183,5.906833649,4.304484367,14.57165623,5.988336086,2.799148798,3.685321331,3.922952175,2.670303345,10.9516716,4.716414452,8.846550941,3.781569242,4.021374226,3.303162813,3.270834923,8.0203619,5.562592983,4.118598938,2.251546383,1.929602861,3.379414797,4.032101631,6.592717648,4.304222107,6.962830544,5.892611663
0.505062222,1.426082611,2.983927965,0.271731943,0.734598279,0.542829216,0.705938935,0.625016034,0.814454019,3.171369553,0.838843524,0.264688343,0.676725864,0.642583728,0.647751033,1.55025816,2.374390841,0.564323545,0.690057933,0.607657909,0.320235789,1.057892561,0.865103841,0.4867118,2.924583673,2.519902706,1.250079393,0.977684498,0.609752953,0.592701614,0.653081596,0.572195292,0.200564682,0.589844823,0.336901933,1.100681543,0.783865988,2.653208256,0.678939462,0.477051288,0.576768458,1.172486782,0.775984466,3.069267273,0.740388811,0.491545677,0.582625687,0.563605845,0.879502237,1.012490392,0.553242743,0.88917464,1.846738935,0.844265223,1.737196088,0.569419086,0.756901205,0.342145801,0.89253056,2.28161335,1.608936191,0.322494507,0.527818203,0.737945139,0.682577431,0.689180434,0.402998507,1.602254272,0.61884594,1.080992222,0.505156279,0.687143981,0.650196731,1.394280791,1.227095842,0.647288382,0.465568304,2.271372318,1.655498385,0.42404595,0.700284839,0.654534161,0.247656882,2.362386465,0.713102281,2.165386677,0.488313287,0.846975386,0.582584023,0.513969958,1.777750731,0.490626335,1.627437949,0.393578023,0.332562804,0.555478632,0.731067002,1.068855643,0.454129398,1.903177977,0.976787169
7.11084795,11.14531326,19.76951599,3.922963142,8.191951752,8.163187027,5.378096581,7.564584255,7.60383749,17.6709137,7.280302525,3.379616499,7.804978848,11.52047157,8.3670187,13.8396492,14.2968626,9.04031086,4.513320446,6.273238659,4.280843735,7.684792519,16.85222244,4.769143581,17.33408356,18.49718094,10.08675861,6.236593723,7.297226906,9.197259903,6.607177258,6.71203804,3.537701845,4.800827503,2.7676301,14.25360966,5.872162342,16.29445648,10.90086555,5.247205734,7.098566532,8.53621769,6.529447079,19.57709885,4.027642727,7.695725918,4.846960545,5.563314438,9.346254349,7.886126518,7.201877117,5.629045486,13.41938591,8.761058807,7.805146217,5.629651546,6.053965569,4.783550262,8.787753105,13.87850857,7.718687057,3.508243322,5.742435455,9.128046036,5.062290668,7.851880074,4.732709408,10.20906353,3.625018835,8.753429413,6.07315731,6.512852669,5.562024593,7.238656521,8.280118942,9.143211365,6.993620872,15.19508362,8.275741577,4.87895298,5.822710991,5.599739075,3.826364994,12.91011715,6.238719463,8.608407974,6.52248621,7.865232468,5.285489559,6.26247406,9.023803711,8.191460609,4.51207304,3.754234314,4.563155651,5.922070026,6.45992136,10.19219971,8.052703857,10.67258072,8.098952279
0.562173665,0.759922981,1.438684106,0.28467837,0.593134999,0.588333964,0.567263961,0.534731746,0.630804956,1.501962423,0.641086936,0.308398992,0.569745004,0.562948942,0.564036667,1.014389992,1.30474937,0.606906533,0.382154018,0.577398658,0.319855064,0.648097575,0.863786459,0.475129455,1.507668853,1.255139709,0.891572893,0.634640276,0.507880986,0.605161369,0.361248106,0.515764475,0.296331942,0.558883548,0.243783131,0.823799908,0.648188353,1.337152004,0.587225139,0.344409615,0.526874065,0.662525833,0.662186027,1.528824449,0.618497133,0.475946337,0.49902764,0.571743011,0.769330919,0.707474649,0.492724776,0.487809777,0.994604111,0.711327016,0.967679024,0.420935333,0.48635295,0.366280735,0.59749949,1.27053225,0.892684996,0.317689657,0.526650548,0.607436001,0.50134778,0.663593948,0.402009755,0.904378533,0.639084816,0.735478699,0.444244564,0.665738523,0.398118407,0.731605649,0.929272354,0.637957156,0.507993102,1.188582301,0.763167441,0.486477196,0.587282538,0.541202307,0.239506632,1.261232615,0.554410696,1.190066695,0.498123169,0.824763358,0.443765461,0.507879198,1.016083121,0.503655851,0.969555497,0.354235291,0.394129604,0.521781385,0.571804106,0.793242276,0.503659606,1.03461659,0.674919081
11.5687809,15.25472641,16.35921669,10.37095165,13.75321484,14.40222168,10.04123783,13.74691391,14.00188637,16.27974892,14.78607368,9.788420677,14.43737984,19.21039009,18.45382881,18.30727005,14.87043762,16.72705078,7.726779461,11.64910412,9.829122543,11.67762089,23.47893906,8.633722305,18.65842628,20.87759018,14.5472641,12.18144226,11.83943939,14.91103363,11.29107571,12.6036272,8.500760078,9.733083725,7.011814117,20.75879478,10.06773853,18.33588982,16.70801926,10.94371986,14.1407795,12.4267416,10.48377037,16.13716698,8.257205009,15.79857254,7.964987755,10.00901222,15.41014385,12.22532654,16.6825695,7.727219582,17.9159584,14.12757111,12.35481453,9.287027359,9.879160881,11.95464993,18.48434258,15.91867924,10.80029488,9.132965088,10.8949585,16.5109787,9.523415565,11.95277405,10.6620636,15.17010117,6.719290257,14.92665291,13.11554909,12.42815495,9.880022049,11.88400555,13.66868114,18.0923996,13.22171307,16.73541641,10.1984396,11.39193058,11.48350239,14.10513306,7.836918354,14.96047115,10.22840691,11.26854515,13.75106335,11.45361614,9.922582626,14.78600502,8.936932564,13.68643665,6.480988026,9.862374306,11.19441319,10.29981327,11.21420002,16.03728676,13.36947346,14.94170856,12.94240135
