0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,Average
2.378192425,2.104650021,2.506249905,2.616590023,2.826421022,2.460129261,1.728220105,3.545334339,3.124572515,2.289127827,2.308568239,1.500426412,3.484102488,2.753693342,0.932300329,2.785819769,2.316131592,2.24533391,2.048930407,1.709533811,1.314700603,2.51284337,2.291962862,2.084784985,2.813628435,2.187184334,1.853939652,2.15611124,1.841879964,1.65316093,2.591953516,2.408277512,2.3630445,2.094975948,1.316563845,2.321481943,1.587544918,3.206891537,1.319336653,2.447884083,1.686104059,3.198316336,2.300867319,2.474651098,2.761435509,2.900546074,4.38277483,2.487858772,2.115353107,2.612326145,3.163719893,2.787650585,1.416242599,3.158958197,2.030984402,2.467753649,2.420917988,2.71894002,2.361718416,2.007648945,2.402293682,1.563078523,1.637071133,1.153794289,1.832983851,2.642562866,1.681002259,1.861396313,2.359237432,2.459553242,2.384363174,2.715590954,1.956284285,2.672447681,1.824839473,2.477167368,2.340064287,1.963715315,2.281452179,2.34705615,2.123022556,2.293675184,2.012105942,2.339673996,2.027454853,2.330409527,2.035870552,2.693834782,1.141680956,2.649219036,2.204521656,1.693557143,2.193522692,2.718780279,2.118691206,2.215529203,2.226720572,2.105494738,1.721351624,2.393137217,2.272814547
0.299019098,0.208929837,0.265555769,0.216678411,0.21914269,0.231892854,0.26590085,0.328023076,0.300501078,0.334629238,0.287229657,0.285498112,0.281251311,0.290208071,0.254262954,0.297380358,0.293825358,0.212675452,0.243617237,0.287549794,0.25560984,0.244213894,0.315232277,0.285619766,0.262264013,0.320560694,0.211676583,0.324711621,0.21956639,0.263516098,0.259954005,0.273735374,0.23532711,0.269286215,0.278091758,0.249581873,0.332599014,0.29979071,0.310434967,0.2943919,0.278463095,0.221571103,0.283023953,0.234759495,0.298771858,0.343432635,0.257914394,0.251687825,0.259737581,0.271017581,0.36992088,0.354625911,0.314473927,0.330359548,0.364757627,0.386352718,0.311621755,0.323823541,0.269468009,0.242639244,0.259017289,0.260591894,0.293265522,0.320754081,0.315755934,0.30303371,0.204164058,0.258665562,0.364974707,0.37173143,0.257388145,0.205162987,0.213472322,0.310445935,0.353372544,0.201237306,0.225522414,0.280254573,0.264576346,0.209959269,0.227562457,0.234374598,0.216757491,0.236799896,0.229781687,0.267267823,0.271496326,0.298362911,0.242767498,0.35239324,0.177395985,0.168946132,0.355861634,0.186485231,0.341901869,0.228970304,0.246224612,0.245024264,0.238427401,0.285090625,0.27403596
3.228105307,2.473551512,3.339660406,3.60356307,3.878050804,2.998621225,2.09540534,4.86925745,4.179325581,2.982855082,3.642840385,2.650158405,5.081252098,3.899945974,1.382347465,4.469304085,3.059545279,2.932590723,2.597670317,2.684365988,2.186425209,3.55647254,2.807430983,3.400907278,3.359867573,3.6644907,2.522551775,3.575263262,2.770943403,2.133052111,3.533548355,3.658186436,3.157629251,3.004885912,2.168014288,3.170950413,2.231487751,4.252027512,1.638833165,3.29834938,2.703321457,3.778423786,3.453255892,6.085361004,4.069106579,4.490609646,6.15143919,2.965572596,3.001965523,4.113693237,4.565297604,4.144452095,1.726920009,3.765918732,3.199992895,3.027006626,3.32119751,4.162024975,3.396458626,3.62129283,4.068721771,2.510006189,2.163659096,1.74311769,2.715124607,4.073333263,2.535823822,2.339436769,3.567872047,3.225244284,3.287497759,3.288330793,2.665091753,4.214284897,2.933419228,3.96580267,3.375619173,3.045203686,3.195221186,3.212652206,3.426839113,3.489323616,3.260065079,2.980941534,2.966692686,3.314269066,2.938726425,3.214671612,1.342246294,3.590688229,3.544626236,2.440607309,3.002068043,3.350952148,2.847554445,2.9898808,3.176611423,3.47093749,2.110826254,3.741471291,3.252085066
0.40552187,0.31684953,0.350916088,0.347450763,0.417812258,0.339056343,0.454781502,0.437849373,0.401594996,0.395068407,0.419909537,0.415237874,0.469045162,0.465091258,0.349071354,0.449566394,0.429942846,0.33234632,0.352334023,0.491860032,0.459554523,0.369160533,0.439760417,0.480231792,0.350969642,0.53419435,0.362142205,0.491259098,0.369430661,0.334576994,0.375680029,0.392950445,0.458623767,0.435420245,0.493051231,0.367512465,0.388989419,0.447412908,0.470723301,0.482406169,0.419528306,0.344601005,0.470750511,0.489694953,0.440634847,0.408840835,0.439816236,0.400137931,0.453460693,0.372582167,0.517692745,0.458350629,0.36973384,0.400485009,0.512290299,0.452543586,0.379251868,0.426088512,0.388703048,0.434351265,0.435514569,0.414373547,0.494311988,0.447190493,0.443181962,0.484779716,0.457061499,0.363906026,0.462678522,0.411412448,0.433972806,0.411905527,0.333787322,0.500048816,0.497248083,0.365891546,0.385750383,0.451026499,0.416779011,0.380903274,0.440352231,0.387408167,0.416818708,0.357588977,0.431979567,0.395593703,0.337051123,0.383799553,0.318900704,0.410906643,0.348207682,0.344923764,0.462550491,0.278164417,0.381345779,0.315267146,0.391275048,0.471905649,0.360735416,0.443360925,0.413947541
5.167506695,3.819757938,5.701634407,6.38235569,6.031686306,5.348418713,3.250153542,7.419225693,7.218441963,4.050052166,6.057216644,3.794141531,7.81321764,4.689102173,2.416537285,6.28506422,4.723860741,4.550191402,4.662833691,3.215257883,3.277339458,5.984603405,4.561697483,4.614928246,6.245314598,4.812345982,3.458338499,5.272658348,5.323811054,4.219264507,6.188502312,5.879481316,4.566660881,4.377477646,3.382632971,5.548969269,3.828526735,6.5382967,2.506926537,4.705818176,4.239665031,6.513130188,5.102908134,7.778030396,6.078498363,6.946601868,8.839159966,4.411236763,4.130942345,6.390737057,6.8960495,6.247226715,2.780341625,6.075204372,4.78897953,4.531037331,5.093714237,5.592968464,5.16962862,5.208324909,5.489915371,3.748588562,3.254767179,2.731366158,4.154194355,6.098368645,3.552192688,4.395786285,5.205536366,5.078798771,4.996732235,5.699761391,4.541714668,5.525307178,4.484996319,6.969186306,4.806932449,4.385448933,5.444919109,5.169578552,4.650390625,5.95219326,5.43392849,5.130805969,4.411968231,5.474960804,4.965399265,4.336165905,2.216804028,6.005988598,5.009799004,3.433164358,4.277723312,5.629818439,4.259815216,5.321055412,4.973267078,5.388185024,3.63053894,5.74632597,5.026870253
0.722107828,0.752058566,0.69029206,0.682262123,0.688301742,0.695174754,0.755190969,0.69934094,0.71073091,0.747263849,0.721627474,0.759997904,0.737479389,0.680051327,0.711111128,0.713151634,0.746428788,0.761079669,0.686295986,0.74051851,0.770092428,0.68029654,0.72107935,0.691232741,0.682922363,0.738690674,0.740112185,0.755900383,0.767170429,0.697209477,0.686183333,0.69595319,0.737241089,0.727609098,0.763347507,0.688260972,0.71208936,0.711457372,0.768540323,0.760318637,0.748197198,0.686993897,0.731624484,0.727999568,0.713707089,0.693932354,0.741926312,0.709158897,0.762933671,0.670288801,0.711945236,0.705899775,0.764706612,0.759955287,0.75528878,0.739131033,0.727479696,0.686432004,0.752061725,0.69583714,0.709231973,0.686203837,0.745655537,0.74133873,0.737440825,0.70705682,0.691169977,0.698729217,0.731215477,0.737064362,0.686745703,0.756281674,0.684571981,0.721605957,0.732851863,0.675261021,0.701267362,0.682754755,0.767433822,0.715388954,0.689081013,0.680104911,0.76383543,0.717298865,0.757859349,0.689044535,0.69194603,0.705152035,0.705301344,0.683071375,0.759206712,0.759888351,0.732031882,0.734130621,0.739553094,0.688965023,0.730797112,0.751695991,0.70543462,0.700571716,0.720759124
1.707193732,1.229415178,1.925308108,2.240875721,2.07264328,1.888195157,0.986124337,2.356265068,2.486757755,1.370820999,2.034256935,1.339494348,2.411106825,1.816847563,0.875537753,2.098816872,1.600767851,1.490095377,1.542658329,1.184516788,1.036022663,2.212185383,1.52927649,1.702618837,2.214333773,1.589112163,1.105069041,1.813894868,1.732160211,1.49677074,2.266188145,1.914966345,1.388341546,1.518375874,1.002202153,2.004430294,1.318026185,2.249738216,0.842814445,1.411906004,1.458071351,2.344034195,1.658399701,2.49112916,2.018791437,2.296573639,2.785698891,1.602741361,1.345494986,2.448823452,2.321610212,2.158044577,0.879965901,2.063779831,1.496763706,1.623555899,1.633989096,2.050708771,1.798549533,1.912971616,1.970759273,1.353288651,0.955155671,0.902512431,1.345418453,2.158769131,1.30795145,1.597747922,1.805434823,1.744822979,1.640429139,1.838634253,1.63874495,1.943281889,1.472773194,2.466440916,1.766697764,1.577081323,1.670407772,1.806490541,1.581501722,2.11465764,1.724990487,1.771368742,1.502810478,1.978964925,1.794862151,1.415187001,0.823631883,2.133887291,1.696232796,1.152900696,1.450838208,1.876466274,1.481482506,1.898895621,1.826705098,1.756861806,1.275501132,1.924820781,1.715412384
0.930909991,0.942075133,0.95807153,0.959212601,0.952997923,0.967402995,0.936686933,0.946429729,0.957968831,0.9607054,0.963311315,0.947463751,0.951087177,0.950748563,0.954708457,0.929830909,0.942556798,0.952348471,0.948424041,0.949969172,0.953938544,0.95090872,0.946567059,0.925300181,0.958356559,0.948820651,0.947883844,0.956020355,0.967352033,0.958548903,0.962705612,0.932299733,0.926499248,0.954464257,0.946304679,0.948958158,0.937891424,0.955300391,0.949578762,0.947574556,0.964735508,0.96393466,0.945442319,0.946271479,0.949275196,0.938698649,0.973369896,0.940234482,0.951909661,0.917731225,0.933501065,0.92689091,0.946817398,0.96645695,0.947004914,0.954634309,0.960914969,0.968739867,0.946759582,0.956456184,0.922376931,0.950395286,0.952174306,0.947601497,0.96058923,0.927483439,0.956833541,0.962566674,0.949837685,0.956865907,0.956343353,0.956432045,0.944057286,0.935555458,0.957356811,0.960370302,0.962614775,0.95272553,0.961669624,0.950437546,0.957729459,0.951700985,0.964443564,0.95271188,0.952900231,0.959986389,0.959002316,0.931860745,0.947479963,0.954534352,0.95241189,0.946327865,0.956473649,0.935710669,0.953926444,0.953657448,0.952637076,0.948233664,0.957112432,0.939011395,0.950301023
0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,49.5
6.361747742,4.673725605,2.336480141,2.549533367,7.645091057,2.939967871,3.157514334,3.118665457,3.398360491,5.267642975,3.935806036,12.54598808,2.897298574,3.112467051,5.217637062,2.316492081,6.771719933,4.214570045,6.041045189,5.09508419,13.28294373,9.099534988,3.422602415,2.174624681,2.480815887,2.556523085,1.844987988,6.277061939,9.094582558,1.721591592,2.519499779,11.16015339,9.334543228,4.428468227,4.596728325,2.385345221,4.644518852,3.058402538,11.53916454,3.412714243,2.933166981,3.742653847,4.697785378,5.235961437,3.998525381,2.618425846,6.898932934,3.965161324,6.940694809,4.176243305,6.851320744,3.743563175,1.605053425,3.712310076,9.2530756,17.36083794,16.31158066,3.110308409,4.129827499,15.31848812,4.451489449,3.58974576,4.180183411,6.489412785,2.963149071,3.17858243,2.231607914,6.660609722,8.473654747,2.445193052,10.77679157,4.506314278,3.75123167,3.693603039,1.255408645,2.687877655,2.423073292,5.576692581,1.953488588,5.749601841,3.14274478,3.36618495,5.44712925,5.803717136,2.520901442,4.419132233,6.995474815,3.351041079,3.55576539,3.115204573,5.283628941,3.706909418,2.572001934,5.61758709,2.352948904,2.783941984,2.524505615,1.982469201,4.820884228,5.746020794,4.953814666
